family	bosnian_form	hr_form	sr_form	rate_bs	rate_hr	rate_sr	share_vs_hr	share_vs_sr	assoc_hr	assoc_sr	n_aligned_hr	n_aligned_sr	mined_hr	mined_sr
promjena	promjeni		promeni	10.09	16.25	0.00	0.3829	1.0000		0.692	0	26		bs->alt
promjena	promjenu		promenu	31.42	49.55	0.00	0.3880	1.0000		0.531	0	81		bs->alt
promovira	promovira		promoviše	23.66	2.38	0.00	0.9087	1.0000		0.672	0	61		bs->alt
promovira	promoviraju		promovišu	13.58	0.40	0.00	0.9716	1.0000		0.429	0	35		bs->alt
promovira	promoviranje	promidžba	promovisanje	40.73	0.79	0.00	0.9809	1.0000	0.455	0.427	22	96	alt->bs	alt->bs
promovira	promoviranju	promicanju	promovisanju	20.95	0.40	0.00	0.9814	1.0000	0.407	0.426	54	54	bs->alt	bs->alt
pronevjeru	pronevjeru		proneveru	8.53	11.10	0.00	0.4347	1.0000		0.682	0	22		bs->alt
prosjek	prosjek		prosek	11.64	10.70	0.00	0.5209	1.0000		0.533	0	30		bs->alt
prosjek	prosjeka		proseka	28.71	28.54	0.00	0.5014	1.0000		0.905	0	74		bs->alt
prosjek	prosjeku		proseku	32.20	35.68	0.00	0.4744	1.0000		0.843	0	83		bs->alt
prosjek	prosječna		prosečna	27.54	28.54	0.00	0.4911	1.0000		0.831	0	71		bs->alt
prosjek	prosječne		prosečne	13.19	14.67	0.00	0.4735	1.0000		0.706	0	34		bs->alt
prosjek	prosječni		prosečan	13.19	5.55	0.00	0.7038	1.0000		0.441	0	34		bs->alt
prosjek	prosječno		proseku	8.53	5.95	0.00	0.5894	1.0000		0.409	0	22		bs->alt
protesta	protesta	prosvjeda		113.67	1.98	102.06	0.9829	0.5269	0.713		289	0	bs->alt	
protesta	proteste	prosvjede		57.80	0.79	44.58	0.9865	0.5646	0.608		148	0	bs->alt	
protesta	protesti	prosvjedi		45.00	0.40	42.62	0.9913	0.5136	0.776		116	0	bs->alt	
protesta	protestima	prosvjedima		30.65	0.00	14.86	1.0000	0.6735	0.448		67	0	alt->bs	
protestiraju	protestiraju	prosvjeduju		18.23	0.40	0.00	0.9787	1.0000	0.745		47	0	bs->alt	
proveden	provedbom		sprovođenjem	24.83	19.03	0.00	0.5661	1.0000		0.519	0	27		alt->bs
proveden	proveden		sproveden	12.03	29.73	0.00	0.2880	1.0000		0.613	0	31		bs->alt
provjere	provjere		provere	9.31	19.43	0.00	0.3240	1.0000		0.458	0	24		bs->alt
prvobitno	prvobitno	prvotno		60.91	1.19	36.76	0.9808	0.6236	0.432		155	0	bs->alt	
ramush	ramush		ramuš	8.92	10.31	0.00	0.4640	1.0000		1.000	0	23		bs->alt
rasmussen	rasmussen		rasmusen	23.28	23.79	0.00	0.4946	1.0000		0.883	0	60		bs->alt
ratificirao	ratificirao		ratifikovao	12.03	9.12	0.00	0.5688	1.0000		0.774	0	31		bs->alt
razmjena	razmjena		razmena	27.54	16.65	0.00	0.6232	1.0000		0.545	0	44		alt->bs
razmjena	razmjene		razmene	52.76	31.32	0.00	0.6275	1.0000		0.568	0	81		alt->bs
razmjena	razmjeni		razmeni	19.40	19.03	0.00	0.5048	1.0000		0.620	0	50		bs->alt
razmjena	razmjenjuju		razmenjuju	8.15	7.93	0.00	0.5068	1.0000		0.714	0	21		bs->alt
razmjena	razmjenu		razmenu	42.29	34.09	0.00	0.5536	1.0000		0.495	0	109		bs->alt
razumije	razumije		razume	10.86	13.88	0.00	0.4391	1.0000		0.750	0	28		bs->alt
razumijevanja	razumijevanja		razumevanja	13.19	13.08	0.00	0.5020	1.0000		0.559	0	34		bs->alt
razumijevanja	razumijevanje		razumevanje	16.29	18.63	0.00	0.4665	1.0000		0.667	0	42		bs->alt
razumijevanja	razumijevanju		razumevanju	32.97	33.70	0.00	0.4946	1.0000		0.965	0	85		bs->alt
reagirali	reagirali		reagovali	15.52	22.20	0.00	0.4114	1.0000		0.775	0	40		bs->alt
recep	recep		redžep	100.86	113.38	0.00	0.4708	1.0000		0.985	0	260		bs->alt
recep	recepa		redžepa	26.77	24.58	0.00	0.5213	1.0000		0.870	0	69		bs->alt
redovno	redovno	redovito		42.29	0.79	41.06	0.9816	0.5074	0.731		108	0	bs->alt	
region	region	regiju		127.24	0.00	134.12	1.0000	0.4868	0.470		328	0	bs->alt	
region	regionu	regiji		552.81	0.40	522.02	0.9993	0.5143	0.766		1425	0	bs->alt	
registriranih	registriranih		odsto	20.56	21.01	0.00	0.4946	1.0000		0.528	0	53		bs->alt
regulira	regulira		reguliše	8.53	10.70	0.00	0.4436	1.0000		0.591	0	22		bs->alt
rehn	rehn		ren	147.42	158.57	0.78	0.4818	0.9947		0.992	0	378		bs->alt
rehna	rehna		rena	14.35	11.89	0.00	0.5469	1.0000		0.703	0	37		bs->alt
rehnom	rehnom		renom	11.64	12.29	0.00	0.4864	1.0000		1.000	0	30		bs->alt
reorganizaciju	reorganizaciju	preustroj		14.74	0.40	8.60	0.9738	0.6315	0.757		37	0	bs->alt	
reuters	reuters		rojters	734.37	737.37	14.47	0.4990	0.9807		0.974	0	1856		bs->alt
rexhepi	rexhepi		redžepi	39.18	40.04	0.00	0.4946	1.0000		0.990	0	101		bs->alt
režiser	režiser	redatelj		32.97	0.00	30.89	1.0000	0.5163	0.929		85	0	bs->alt	
režiser	režisera	redatelja		47.72	0.00	49.27	1.0000	0.4920	0.894		123	0	bs->alt	
rice	rice		rajs	24.83	40.04	0.00	0.3827	1.0000		0.984	0	64		bs->alt
richard	richard		ričard	15.13	15.46	0.00	0.4946	1.0000		0.974	0	39		bs->alt
rijetko	rijetko		retko	21.34	21.01	0.00	0.5038	1.0000		0.855	0	55		bs->alt
riječ	riječ		reč	33.36	149.85	0.00	0.1821	1.0000		0.616	0	86		bs->alt
riječ	riječi		reči	78.36	78.10	0.00	0.5009	1.0000		0.604	0	202		bs->alt
riječ	riječima		rečima	338.28	199.80	0.00	0.6287	1.0000		0.659	0	872		bs->alt
riješe	riješe		reše	19.40	11.10	0.00	0.6360	1.0000		0.600	0	50		bs->alt
riješe	riješen		rešen	12.41	19.82	0.00	0.3851	1.0000		0.531	0	32		bs->alt
riješe	riješi		reši	62.07	27.75	0.00	0.6910	1.0000		0.581	0	160		bs->alt
riješe	riješila		rešila	8.53	11.50	0.00	0.4261	1.0000		0.500	0	22		bs->alt
riješe	riješiti		rešimo	107.85	105.05	0.00	0.5066	1.0000		0.519	0	27		alt->bs
rješava	rješava		rešava	10.47	10.70	0.00	0.4946	1.0000		0.407	0	27		bs->alt
rješava	rješavaju		rešavaju	13.58	10.70	0.00	0.5592	1.0000		0.486	0	35		bs->alt
rješava	rješavanje		rešavanje	131.12	140.34	0.00	0.4830	1.0000		0.462	0	338		bs->alt
rješava	rješavanju		rešavanju	109.01	83.25	0.00	0.5670	1.0000		0.638	0	138		alt->bs
rješava	rješavati		rešavati	57.80	38.45	0.00	0.6005	1.0000		0.407	0	27		alt->bs
rješenja	rješenja		rešenja	170.31	205.35	0.00	0.4534	1.0000		0.699	0	439		bs->alt
rješenja	rješenje		rešenje	256.04	255.30	0.00	0.5007	1.0000		0.791	0	660		bs->alt
rješenja	rješenjem		rešenjem	18.23	13.88	0.00	0.5679	1.0000		0.519	0	27		alt->bs
rješenja	rješenjima		rešenjima	9.70	9.12	0.00	0.5154	1.0000		0.680	0	25		bs->alt
rješenja	rješenju		rešenju	30.26	34.89	0.00	0.4645	1.0000		0.615	0	78		bs->alt
ruecker	ruecker		riker	21.34	22.99	0.00	0.4813	1.0000		1.000	0	55		bs->alt
rumuna	rumuna	rumunja		29.48	0.00	29.72	1.0000	0.4980	0.855		76	0	bs->alt	
rumuna	rumune	rumunje		10.86	0.00	12.12	1.0000	0.4726	0.786		28	0	bs->alt	
rumuna	rumuni	rumunji		31.81	0.00	36.37	1.0000	0.4666	0.927		82	0	bs->alt	
rumuna	rumunija	rumunjska		306.86	0.40	310.47	0.9987	0.4971	0.899		790	0	bs->alt	
rumuna	rumunije	rumunjske		247.89	0.00	196.29	1.0000	0.5581	0.662		639	0	bs->alt	
rumuna	rumuniji	rumunjskoj		293.67	0.00	267.46	1.0000	0.5234	0.785		757	0	bs->alt	
rumuna	rumunijom	rumunjskom		16.29	0.00	17.21	1.0000	0.4864	0.905		42	0	bs->alt	
rumuna	rumuniju	rumunjsku		87.67	0.40	84.46	0.9955	0.5093	0.716		225	0	bs->alt	
rumuna	rumunska	rumunjska		76.04	0.00	97.37	1.0000	0.4385	0.872		196	0	bs->alt	
rumuna	rumunske	rumunjske		55.48	0.00	78.21	1.0000	0.4150	0.727		143	0	bs->alt	
rumuna	rumunski	rumunjski		192.81	0.40	215.85	0.9979	0.4718	0.903		496	0	bs->alt	
rumuna	rumunskih	rumunjskih		28.71	0.00	41.45	1.0000	0.4092	0.851		74	0	bs->alt	
rumuna	rumunskim	rumunjskim		22.89	0.00	26.98	1.0000	0.4590	0.847		59	0	bs->alt	
rumuna	rumunsko	rumunjsko		22.11	0.00	28.15	1.0000	0.4399	0.754		57	0	bs->alt	
rumuna	rumunskog	rumunjskog		48.88	0.40	55.92	0.9920	0.4664	0.728		125	0	bs->alt	
rumuna	rumunskom	rumunjskom		22.50	0.00	28.54	1.0000	0.4408	0.724		58	0	bs->alt	
rumuna	rumunsku	rumunjsku		11.64	0.00	15.25	1.0000	0.4328	0.633		30	0	bs->alt	
samoubistvo	samoubistvo	samoubojstvo		9.31	0.00	7.43	1.0000	0.5562	0.875		24	0	bs->alt	
saobraćaja	saobraćaja	prometa		30.26	0.00	55.92	1.0000	0.3511	0.628		78	0	bs->alt	
saopćila	saopćenja		saopštenja	14.35	0.00	0.00	1.0000	1.0000		0.405	0	37		bs->alt
saopćila	saopćenje	priopćenje		67.11	0.40	0.00	0.9941	1.0000	0.705		173	0	bs->alt	
saopćila	saopćenju	priopćenju		205.61	0.00	0.00	1.0000	1.0000	0.796		530	0	bs->alt	
saopćila	saopćila		saopštila	117.93	0.00	0.00	1.0000	1.0000		0.414	0	304		bs->alt
saopćila	saopćilo	priopćilo	saopštilo	13.97	0.00	0.00	1.0000	1.0000	0.417	0.417	36	36	bs->alt	bs->alt
saradnik	saradnik	suradnik		24.44	0.00	26.59	1.0000	0.4789	0.587		63	0	bs->alt	
saradnik	saradnja	suradnja		159.44	0.00	151.72	1.0000	0.5124	0.708		411	0	bs->alt	
saradnik	saradnje	suradnje		276.99	0.40	250.65	0.9986	0.5250	0.735		713	0	bs->alt	
saradnik	saradnji	suradnji		250.61	0.00	243.22	1.0000	0.5075	0.820		646	0	bs->alt	
saradnik	saradnjom	suradnjom		17.85	0.00	12.12	1.0000	0.5955	0.478		46	0	bs->alt	
saradnik	saradnju	suradnju		281.64	0.40	311.26	0.9986	0.4750	0.747		726	0	bs->alt	
sarađuje	sarađivali	surađivali		12.41	0.00	12.90	1.0000	0.4903	0.594		32	0	bs->alt	
sarađuje	sarađuje	surađuje		25.99	0.00	43.01	1.0000	0.3767	0.537		67	0	bs->alt	
sarađuje	sarađuju	surađuju		27.93	0.00	52.79	1.0000	0.3460	0.597		72	0	bs->alt	
sarkozy	sarkozy		sarkozi	42.67	43.61	0.00	0.4946	1.0000		0.982	0	109		bs->alt
sarkozy	sarkozyja		sarkozija	11.25	1.98	0.00	0.8502	1.0000		0.793	0	29		bs->alt
savjetnik	savjetnik		savetnik	51.98	51.14	0.00	0.5041	1.0000		0.918	0	134		bs->alt
savjetnik	savjetnika		savetnika	10.09	11.89	0.00	0.4589	1.0000		0.808	0	26		bs->alt
scheffer	scheffer		shefer	62.46	68.98	0.00	0.4752	1.0000		0.988	0	161		bs->alt
scheffer	schefferom		sheferom	8.15	7.93	0.00	0.5068	1.0000		1.000	0	21		bs->alt
schwarz	schwarz		švarc	23.28	24.58	0.00	0.4864	1.0000		0.917	0	60		bs->alt
sedmica	sedmica	tjedana	nedelja	86.90	0.00	0.00	1.0000	1.0000	0.763	0.951	224	224	bs->alt	bs->alt
sedmica	sedmicama	tjednima	nedeljama	16.29	0.00	0.00	1.0000	1.0000	0.548	0.452	42	42	bs->alt	bs->alt
sedmica	sedmice	tjedna	nedelje	651.35	0.00	0.00	1.0000	1.0000	0.926	0.932	1679	1679	bs->alt	bs->alt
sedmica	sedmici	tjednu		11.25	0.00	0.39	1.0000	0.9664	0.448		29	0	bs->alt	
sedmica	sedmicu	tjedan		42.67	0.00	0.00	1.0000	1.0000	0.855		110	0	bs->alt	
sedmičnjaka	sedmičnjaka	tjednika	nedeljnika	9.31	0.00	0.00	1.0000	1.0000	0.958	0.875	24	24	bs->alt	bs->alt
sedmica	sedmično	tjedno	nedeljno	19.01	0.00	0.00	1.0000	1.0000	0.939	0.939	49	49	bs->alt	bs->alt
sekretar	sekretar	tajnik		178.06	0.00	194.34	1.0000	0.4781	0.839		459	0	bs->alt	
sekretar	sekretara	tajnika		87.67	0.00	88.37	1.0000	0.4980	0.805		226	0	bs->alt	
sekretar	sekretarka	tajnica		38.02	0.00	32.85	1.0000	0.5365	0.980		98	0	bs->alt	
sekretar	sekretarkom	tajnicom		13.19	0.00	10.95	1.0000	0.5464	0.971		34	0	bs->alt	
sekretar	sekretarom	tajnikom		28.71	0.00	30.89	1.0000	0.4817	0.784		74	0	bs->alt	
sekretar	sekretaru	tajniku		9.70	0.00	8.99	1.0000	0.5189	0.960		25	0	bs->alt	
septembar	septembar	rujna		152.07	0.00	73.51	1.0000	0.6741	0.778		392	0	bs->alt	
septembar	septembra	rujna		240.91	0.00	326.90	1.0000	0.4243	0.944		621	0	bs->alt	
septembar	septembru	rujnu		78.75	0.00	79.38	1.0000	0.4980	0.931		203	0	bs->alt	
serge	serge		serž	20.56	23.39	0.00	0.4678	1.0000		0.943	0	53		bs->alt
shala	shala		šalja	20.17	21.01	0.39	0.4898	0.9810		0.961	0	51		bs->alt
shkullaku	shkullaku		škulaku	9.31	9.51	0.00	0.4946	1.0000		0.917	0	24		bs->alt
sigurnosna	sigurnosna		bezbednosna	22.89	24.98	0.00	0.4782	1.0000		0.678	0	59		bs->alt
sigurnosna	sigurnosne		bezbednosne	65.17	81.27	1.96	0.4450	0.9709		0.612	0	165		bs->alt
sigurnosna	sigurnosni		bezbednosni	27.93	26.96	0.00	0.5089	1.0000		0.528	0	72		bs->alt
sigurnosna	sigurnosnih		bezbednosnih	51.60	68.98	0.39	0.4279	0.9925		0.692	0	133		bs->alt
sigurnosna	sigurnosnim		bezbednosnim	27.16	32.51	0.78	0.4552	0.9720		0.623	0	69		bs->alt
sigurnosna	sigurnosnoj		bezbednosnoj	8.53	5.15	0.00	0.6235	1.0000		0.727	0	22		bs->alt
sigurnosna	sigurnosnu		bezbednosnu	20.17	21.41	0.00	0.4852	1.0000		0.615	0	52		bs->alt
sigurnosna	sigurnosti		bezbednosti	479.49	460.66	12.51	0.5100	0.9746		0.724	0	1214		bs->alt
sistem	sistem	sustav		234.32	1.19	253.38	0.9950	0.4805	0.834		601	0	bs->alt	
sistem	sistema	sustava		216.86	0.40	201.38	0.9982	0.5185	0.771		558	0	bs->alt	
sistem	sisteme	sustave		16.68	0.00	19.16	1.0000	0.4654	0.744		43	0	bs->alt	
sistem	sistemima	sustavima		9.70	0.00	8.99	1.0000	0.5189	0.600		25	0	bs->alt	
sistem	sistemom	sustavom		24.05	0.00	22.29	1.0000	0.5190	0.548		62	0	bs->alt	
sistem	sistemu	sustavu		87.67	0.00	82.51	1.0000	0.5152	0.686		226	0	bs->alt	
sjedišta	sjedišta		sedišta	17.07	20.61	0.00	0.4530	1.0000		0.682	0	44		bs->alt
sjedišta	sjedište		sedište	23.66	34.89	0.00	0.4042	1.0000		0.754	0	61		bs->alt
sjedišta	sjedištem		sedištem	32.97	95.94	0.00	0.2558	1.0000		0.635	0	85		bs->alt
sjedišta	sjedištu		sedištu	25.99	26.56	0.00	0.4946	1.0000		0.776	0	67		bs->alt
sjednica	sjednica		sednica	13.19	6.74	0.00	0.6618	1.0000		0.471	0	34		bs->alt
sjednica	sjednice		sednice	25.22	11.10	0.00	0.6943	1.0000		0.478	0	46		alt->bs
sjednica	sjednici		sednici	43.84	28.54	0.00	0.6057	1.0000		0.619	0	113		bs->alt
sjednica	sjednicu		sednicu	25.60	13.48	0.00	0.6551	1.0000		0.530	0	66		bs->alt
sjevera	sjevera		severa	32.20	27.35	0.00	0.5407	1.0000		0.614	0	83		bs->alt
sjevera	sjeverna		severna	26.77	29.73	0.00	0.4738	1.0000		0.928	0	69		bs->alt
sjevera	sjeverne		severne	40.35	35.28	0.00	0.5335	1.0000		0.635	0	104		bs->alt
sjevera	sjeverni		severni	25.60	36.08	0.00	0.4151	1.0000		0.864	0	66		bs->alt
sjevera	sjeverno		severno	32.97	36.87	0.00	0.4721	1.0000		0.741	0	85		bs->alt
sjevera	sjevernog		severnog	28.32	37.66	0.00	0.4292	1.0000		0.589	0	73		bs->alt
sjevera	sjevernoj		severnoj	47.33	67.00	0.00	0.4140	1.0000		0.877	0	122		bs->alt
sjevera	sjevernom		severnom	57.80	126.46	0.00	0.3137	1.0000		0.738	0	149		bs->alt
sjevera	sjevernu		severnu	14.35	13.48	0.00	0.5157	1.0000		0.595	0	37		bs->alt
sjeverozapadu	sjeverozapadu		severozapadu	10.47	8.72	0.00	0.5457	1.0000		0.556	0	27		bs->alt
sjevera	sjeveru		severu	332.85	246.98	0.00	0.5741	1.0000		0.585	0	858		bs->alt
sjećanja	sjećanja		sećanja	17.46	19.03	0.00	0.4785	1.0000		0.756	0	45		bs->alt
skelet	skelet	kostur		8.53	0.00	6.65	1.0000	0.5622	0.955		22	0	bs->alt	
slijede	slijede		slede	29.10	40.44	0.00	0.4184	1.0000		0.600	0	75		bs->alt
slijede	slijediti		slediti	27.93	22.60	0.00	0.5528	1.0000		0.704	0	27		alt->bs
sljedeće	sljedeće		sledeće	24.83	167.69	0.00	0.1290	1.0000		0.594	0	64		bs->alt
slovenska	slovenska		slovenačka	15.13	13.88	0.39	0.5216	0.9748		0.821	0	39		bs->alt
slovenska	slovenski		slovenački	65.17	68.19	1.17	0.4887	0.9823		0.929	0	168		bs->alt
službeni	službeni		zvaničan	48.49	121.71	0.39	0.2849	0.9920		0.508	0	59		alt->bs
smije	smije		sme	31.42	30.53	0.00	0.5072	1.0000		0.531	0	81		bs->alt
smije	smijemo		smemo	9.31	11.50	0.00	0.4475	1.0000		0.750	0	24		bs->alt
smije	smijenio		smenio	8.15	7.14	0.00	0.5331	1.0000		0.857	0	21		bs->alt
smijenjen	smijenjen		smenjen	8.92	10.70	0.00	0.4546	1.0000		0.826	0	23		bs->alt
smiju	smiju		smeju	11.64	15.06	0.00	0.4358	1.0000		0.533	0	30		bs->alt
smjene	smjene		smene	13.58	15.46	0.00	0.4676	1.0000		0.657	0	35		bs->alt
smjene	smjenu		smenu	19.01	15.86	0.00	0.5452	1.0000		0.531	0	49		bs->alt
smjeru	smjernice		smernice	13.19	18.24	0.00	0.4197	1.0000		0.412	0	34		bs->alt
smjeru	smjeru		smeru	16.29	109.81	0.00	0.1292	1.0000		0.595	0	42		bs->alt
smještaj	smještaj		smeštaj	21.72	20.22	0.00	0.5180	1.0000		0.554	0	56		bs->alt
snijeg	snijeg		sneg	11.64	9.91	0.00	0.5401	1.0000		0.767	0	30		bs->alt
snijeg	snijega		snega	10.86	9.51	0.00	0.5331	1.0000		0.714	0	28		bs->alt
spahiu	spahiu		spahiju	8.53	8.72	0.00	0.4946	1.0000		1.000	0	22		bs->alt
specijalnog	specijalnog	ahtisaaria		53.92	0.79	57.48	0.9855	0.4840	0.438		32	0	alt->bs	
spolova	spolova		polova	17.85	27.35	0.00	0.3948	1.0000		0.935	0	46		bs->alt
sportisti	sportisti	sportaši		20.56	0.00	19.16	1.0000	0.5176	0.774		53	0	bs->alt	
spriječe	spriječe		spreče	8.53	4.36	0.00	0.6618	1.0000		0.818	0	22		bs->alt
spriječe	spriječi		spreči	15.91	7.93	0.00	0.6673	1.0000		0.732	0	41		bs->alt
spriječe	spriječila		sprečila	17.85	24.98	0.00	0.4167	1.0000		0.522	0	46		bs->alt
spriječe	spriječile		sprečile	8.53	9.12	0.00	0.4835	1.0000		0.591	0	22		bs->alt
spriječe	spriječili		sprečili	14.35	22.60	0.00	0.3885	1.0000		0.595	0	37		bs->alt
spriječe	spriječilo		sprečilo	12.03	16.25	0.00	0.4253	1.0000		0.548	0	31		bs->alt
spriječe	spriječio		sprečio	12.03	14.67	0.00	0.4505	1.0000		0.613	0	31		bs->alt
spriječe	spriječiti		sprečiti	34.91	45.99	0.00	0.4316	1.0000		0.610	0	41		alt->bs
sprječava	sprječava		sprečava	16.68	10.70	0.00	0.6091	1.0000		0.535	0	43		bs->alt
srijede	srijede		srede	69.44	45.59	0.00	0.6037	1.0000		0.609	0	179		bs->alt
srijede	srijedu		sredu	765.02	805.55	0.00	0.4871	1.0000		0.992	0	1972		bs->alt
stand	stand		stend	31.81	31.71	0.39	0.5008	0.9879		0.926	0	81		bs->alt
stanishev	stanishev		stanišev	45.39	48.36	0.39	0.4841	0.9915		0.983	0	116		bs->alt
steel	steel		es	11.64	11.89	0.00	0.4946	1.0000		0.833	0	30		bs->alt
steinberg	steinberg		stajnberg	13.19	14.27	0.00	0.4803	1.0000		0.941	0	34		bs->alt
steinberg	steinmeier		štajnmajer	9.31	9.51	0.00	0.4946	1.0000		0.917	0	24		bs->alt
stepen	stepen	stupanj		29.10	0.00	43.79	1.0000	0.3992	0.600		75	0	bs->alt	
stepen	stepeni	stupnjeva		19.78	0.00	21.12	1.0000	0.4837	0.843		51	0	bs->alt	
stoljeća	stoljeća		veka	95.82	116.95	0.00	0.4504	1.0000		0.854	0	247		bs->alt
stoljeća	stoljećima		vekovima	10.86	8.33	0.00	0.5661	1.0000		0.607	0	28		bs->alt
stoljeća	stoljeću		veku	16.68	24.58	0.00	0.4043	1.0000		0.837	0	43		bs->alt
strazburu	strazburu	strasbourgu		27.16	0.00	29.72	1.0000	0.4775	0.957		70	0	bs->alt	
studentica	studentica		studentkinja	14.74	14.67	0.00	0.5013	1.0000		0.842	0	38		bs->alt
surroi	surroi		suroi	8.15	9.12	0.00	0.4719	1.0000		1.000	0	21		bs->alt
susjeda	susjeda		suseda	37.63	46.38	0.00	0.4479	1.0000		0.608	0	97		bs->alt
susjeda	susjedama		susedima	12.41	0.00	0.00	1.0000	1.0000		0.812	0	32		bs->alt
susjeda	susjede		suseda	26.77	10.70	0.00	0.7144	1.0000		0.522	0	69		bs->alt
susjeda	susjedi		susedi	19.40	20.22	0.00	0.4896	1.0000		0.500	0	50		bs->alt
susjeda	susjedima		susedima	30.26	49.55	0.00	0.3791	1.0000		0.833	0	78		bs->alt
susjeda	susjedna		susedna	8.53	8.72	0.00	0.4946	1.0000		0.727	0	22		bs->alt
susjeda	susjedne		susedne	15.52	16.25	0.00	0.4884	1.0000		0.700	0	40		bs->alt
susjeda	susjednih		susednih	19.01	17.05	0.00	0.5272	1.0000		0.612	0	49		bs->alt
susjeda	susjednim		susednim	23.28	26.56	0.00	0.4670	1.0000		0.817	0	60		bs->alt
susjeda	susjednoj		susednoj	22.89	22.99	0.00	0.4989	1.0000		0.797	0	59		bs->alt
susjeda	susjednom		susednom	12.80	13.48	0.00	0.4871	1.0000		0.970	0	33		bs->alt
susreo	susrela		sastala	39.96	3.57	1.17	0.9180	0.9715		0.931	0	101		bs->alt
susreo	susreo		predsednicom	296.77	22.60	1.56	0.9292	0.9948		0.500	0	32		alt->bs
susreo	susrest		sastaće	9.70	1.98	0.00	0.8303	1.0000		0.680	0	25		bs->alt
svijet	svijest		svest	19.78	19.82	0.00	0.4995	1.0000		0.667	0	51		bs->alt
svijet	svijet		svet	55.09	54.71	0.00	0.5017	1.0000		0.845	0	142		bs->alt
svijet	svijetu		svetu	198.63	233.10	0.00	0.4601	1.0000		0.844	0	512		bs->alt
svjedok	svjedoci		svedoci	15.13	21.01	0.00	0.4186	1.0000		0.641	0	39		bs->alt
svjedok	svjedok		svedok	18.23	15.06	0.00	0.5476	1.0000		0.766	0	47		bs->alt
svjedok	svjedoka		svedoka	46.16	47.18	0.00	0.4946	1.0000		0.916	0	119		bs->alt
svjesna	svjesna		svesna	10.47	11.50	0.00	0.4767	1.0000		0.815	0	27		bs->alt
svjesna	svjesni		svesni	27.93	35.68	0.00	0.4391	1.0000		0.819	0	72		bs->alt
svjesna	svjestan		svestan	13.19	15.46	0.00	0.4604	1.0000		0.706	0	34		bs->alt
svjetlo	svjetlo		svetlo	51.60	37.26	0.00	0.5806	1.0000		0.586	0	133		bs->alt
svjetlo	svjetlu		svetlu	32.97	51.54	0.00	0.3902	1.0000		0.835	0	85		bs->alt
svjetlo	svjetska		svetska	80.30	93.16	0.00	0.4629	1.0000		0.894	0	207		bs->alt
svjetlo	svjetske		svetske	113.28	116.55	0.00	0.4929	1.0000		0.719	0	292		bs->alt
svjetlo	svjetski		svetski	88.84	82.06	0.00	0.5198	1.0000		0.677	0	229		bs->alt
svjetlo	svjetskih		svetskih	29.48	31.32	0.00	0.4849	1.0000		0.434	0	76		bs->alt
svjetlo	svjetskim		svetskim	20.17	29.34	0.00	0.4075	1.0000		0.635	0	52		bs->alt
svjetlo	svjetsko		svetsko	9.70	29.73	0.00	0.2460	1.0000		0.720	0	25		bs->alt
svjetlo	svjetskog		svetskog	126.08	126.07	0.00	0.5000	1.0000		0.720	0	325		bs->alt
svjetlo	svjetskoj		svetskoj	23.28	28.15	0.00	0.4526	1.0000		0.650	0	60		bs->alt
svjetlo	svjetskom		svetskom	91.17	90.78	0.00	0.5011	1.0000		0.719	0	235		bs->alt
svjetlo	svjetsku		svetsku	13.97	11.10	0.00	0.5572	1.0000		0.639	0	36		bs->alt
također	također		takođe	1619.65	2225.18	0.00	0.4213	1.0000		0.870	0	4172		bs->alt
tariceanu	tariceanu		taričeanu	35.30	35.68	0.00	0.4973	1.0000		0.615	0	91		bs->alt
tayyip	tayyip		tajip	101.25	114.57	0.00	0.4691	1.0000		0.985	0	261		bs->alt
tayyip	tayyipa		tajipa	27.54	24.98	0.00	0.5245	1.0000		0.901	0	71		bs->alt
tayyip	tayyipom		tajipom	27.16	22.60	0.00	0.5458	1.0000		0.957	0	70		bs->alt
tačaka	tačaka	točaka		47.33	0.79	45.36	0.9835	0.5106	0.775		120	0	bs->alt	
tačan	tačan	točan		10.86	0.00	7.04	1.0000	0.6068	0.536		28	0	bs->alt	
tačkama	tačkama	točkama		8.53	0.00	7.43	1.0000	0.5346	0.500		22	0	bs->alt	
tačke	tačke	točke		48.49	0.00	44.19	1.0000	0.5232	0.512		125	0	bs->alt	
tački	tački	točki		12.80	0.00	14.08	1.0000	0.4763	0.448		29	0	alt->bs	
tačku	tačku	točku		15.13	0.00	25.81	1.0000	0.3696	0.462		39	0	bs->alt	
tačno	tačno	točno		34.53	0.00	28.15	1.0000	0.5508	0.517		89	0	bs->alt	
tegova	tegova	utega		15.52	0.00	16.81	1.0000	0.4800	1.000		40	0	bs->alt	
tenderu	tenderu	natječaju		34.53	0.40	41.06	0.9886	0.4568	0.852		88	0	bs->alt	
teniser	teniser	tenisač		17.46	0.00	23.07	1.0000	0.4307	0.978		45	0	bs->alt	
thaci	thaci		tači	150.91	152.63	0.00	0.4972	1.0000		0.956	0	389		bs->alt
thaci	thacija		tačija	26.38	15.86	0.00	0.6246	1.0000		0.912	0	68		bs->alt
thaci	thacijem		tačijem	22.11	4.36	0.00	0.8353	1.0000		0.947	0	57		bs->alt
tijela	tijela		tela	74.10	81.67	0.00	0.4757	1.0000		0.602	0	191		bs->alt
tijela	tijelima		telima	9.31	12.29	0.00	0.4310	1.0000		0.583	0	24		bs->alt
tijela	tijelo		telo	70.61	66.20	0.00	0.5161	1.0000		0.555	0	182		bs->alt
